run_group,scenario,scenario_label,parameter,parameter_value,replicate,seed,metric,metric_label,source_column,last_window,last_mean,initial,final,delta_final_minus_initial
scr_0613_0539,baseline,Baseline CE,move_prob,0.1,0,24680,D_resources,K6 economic-resource inequality,D_resources,24,0.3881065329196303,0.3056171879604059,0.3462237247658014,0.0406065368053955
scr_0613_0539,baseline,Baseline CE,move_prob,0.2,0,24680,MEAN_LOCAL_CE_ACTIVATION,K1 mean local CE activation,MEAN_LOCAL_CE_ACTIVATION,24,0.023189017246669847,0.0,0.0260843043224742,0.0260843043224742
scr_0613_0539,baseline,Baseline CE,move_prob,0.2,0,24680,CEI_SIM,K2 flow-based citywide CE index,CEI_SIM,24,0.6230832108753274,0.3137527347628131,0.6257211095919171,0.31196837482910394
scr_0613_0539,baseline,Baseline CE,move_prob,0.2,0,24680,TRADES_COUNT_M,K3 CE flows,TRADES_COUNT_M,24,3936.3333333333335,2122.0,3959.0,1837.0
scr_0613_0539,baseline,Baseline CE,move_prob,0.2,0,24680,UNEMPLOYMENT,K4 unemployment,UNEMPLOYMENT,24,0.09065375183687004,0.0952937089785578,0.0906141833561212,-0.004679525622436592
scr_0613_0539,baseline,Baseline CE,move_prob,0.2,0,24680,D_adv_exposure,K5 spatial-advantage exposure inequality,D_adv_exposure,24,0.15631800066737414,0.1395538152477153,0.1551377327759991,0.015583917528283808
scr_0613_0539,baseline,Baseline CE,move_prob,0.2,0,24680,D_resources,K6 economic-resource inequality,D_resources,24,0.4032822871533277,0.3056416914485221,0.3696278337077082,0.06398614225918609
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,0.5,0,24680,MEAN_LOCAL_CE_ACTIVATION,K1 mean local CE activation,MEAN_LOCAL_CE_ACTIVATION,24,0.017590209158232072,0.0,0.0175667735837669,0.0175667735837669
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,0.5,0,24680,CEI_SIM,K2 flow-based citywide CE index,CEI_SIM,24,0.618155293328491,0.3086126402229694,0.6257113815258663,0.31709874130289684
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,0.5,0,24680,TRADES_COUNT_M,K3 CE flows,TRADES_COUNT_M,24,3873.2083333333335,2071.0,3882.0,1811.0
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,0.5,0,24680,UNEMPLOYMENT,K4 unemployment,UNEMPLOYMENT,24,0.0907276706000726,0.0953708103966554,0.090614329277112,-0.00475648111954341
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,0.5,0,24680,D_adv_exposure,K5 spatial-advantage exposure inequality,D_adv_exposure,24,0.16993087435573492,0.1374311524372181,0.1688230820774312,0.03139192964021312
scr_0613_0539,baseline,Baseline CE,eta_opp_scale,0.5,0,24680,D_resources,K6 economic-resource inequality,D_resources,24,0.35501250506843446,0.3056346377280401,0.3141004261438769,0.008465788415836784
